rodent_record_id,study_id,scientificName,eventDate,locality,country,verbatimLocality,coordinate_resolution,decimalLatitude,decimalLongitude,individualCount,trapEffort,trapEffortResolution
21435,85,Crocidura goliath,2019-05/2020-03,Lamberene,Gabon,,town,-0.688,10.23,129,,
21436,85,Atherurus africanus,2019-05/2020-03,Lamberene,Gabon,,town,-0.688,10.23,18,,
21437,85,Cricetomys emini,2019-05/2020-03,Lamberene,Gabon,,town,-0.688,10.23,1,,
21438,86,Rattus rattus,2006-2007,La Reunion,France,,island,-21.114,55.532,193,,
21439,86,Rattus norvegicus,2006-2007,La Reunion,France,,island,-21.114,55.532,44,,
21440,86,Mus musculus,2006-2007,La Reunion,France,,island,-21.114,55.532,67,,
21441,86,Suncus murinus,2006-2007,La Reunion,France,,island,-21.114,55.532,133,,
21442,86,Tenrec ecaudatus,2006-2007,La Reunion,France,,island,-21.114,55.532,45,,
21443,86,Rattus rattus,2006-2007,Mayotte,France,Area 1,site,-12.98468,45.18128,30,,
21444,86,Rattus rattus,2006-2007,Mayotte,France,Area 2,site,-12.97011,45.16034,5,,
21445,86,Rattus rattus,2006-2007,Mayotte,France,Area 3,site,-12.843,45.138,1,,
21446,86,Rattus rattus,2006-2007,Mayotte,France,Area 4,site,-12.91093,45.1904,10,,
21447,86,Rattus rattus,2006-2007,Mayotte,France,Area 5,site,-12.92727,45.177,19,,
21448,86,Rattus rattus,2006-2007,Mayotte,France,Area 6,site,-12.83119,45.13716,20,,
21449,86,Rattus rattus,2006-2007,Mayotte,France,Area 7,site,-12.87164,45.11745,17,,
21450,86,Rattus rattus,2006-2007,Mayotte,France,Area 8,site,-12.70017,45.12168,11,,
21451,86,Rattus rattus,2006-2007,Mayotte,France,Area 9,site,-12.76478,45.10652,19,,
21452,86,Rattus rattus,2006-2007,Mayotte,France,Area 1,site,-12.98468,45.18128,1,,
21453,86,Rattus rattus,2006-2007,Mayotte,France,Area 1,site,-12.98468,45.18128,1,,
21454,86,Rattus rattus,2006-2007,Mayotte,France,Area 1,site,-12.98468,45.18128,1,,
21455,86,Rattus rattus,2006-2007,Mayotte,France,Area 1,site,-12.98468,45.18128,1,,
21456,86,Rattus rattus,2006-2007,Mayotte,France,Area 2,site,-12.97011,45.16034,1,,
21457,86,Rattus rattus,2006-2007,Mayotte,France,Area 4,site,-12.91093,45.1904,1,,
21458,86,Rattus rattus,2006-2007,Mayotte,France,Area 4,site,-12.91093,45.1904,1,,
21459,86,Rattus rattus,2006-2007,Mayotte,France,Area 4,site,-12.91093,45.1904,1,,
21460,86,Rattus rattus,2006-2007,Mayotte,France,Area 5,site,-12.92727,45.177,1,,
21461,86,Rattus rattus,2006-2007,Mayotte,France,Area 5,site,-12.92727,45.177,1,,
21462,86,Rattus rattus,2006-2007,Mayotte,France,Area 5,site,-12.92727,45.177,1,,
21463,86,Rattus rattus,2006-2007,Mayotte,France,Area 5,site,-12.92727,45.177,1,,
21464,86,Rattus rattus,2006-2007,Mayotte,France,Area 5,site,-12.92727,45.177,1,,
21465,86,Rattus rattus,2006-2007,Mayotte,France,Area 5,site,-12.92727,45.177,1,,
21466,86,Rattus rattus,2006-2007,Mayotte,France,Area 5,site,-12.92727,45.177,1,,
21467,86,Rattus rattus,2006-2007,Mayotte,France,Area 6,site,-12.83119,45.13716,1,,
21468,86,Rattus rattus,2006-2007,Mayotte,France,Area 6,site,-12.83119,45.13716,1,,
21469,86,Rattus rattus,2006-2007,Mayotte,France,Area 6,site,-12.83119,45.13716,1,,
21470,86,Rattus rattus,2006-2007,Mayotte,France,Area 7,site,-12.87164,45.11745,1,,
21471,86,Rattus rattus,2006-2007,Mayotte,France,Area 8,site,-12.70017,45.12168,1,,
21472,86,Rattus rattus,2006-2007,Mayotte,France,Area 8,site,-12.70017,45.12168,1,,
21473,86,Rattus rattus,2006-2007,Mayotte,France,Area 8,site,-12.70017,45.12168,1,,
21474,86,Rattus rattus,2006-2007,Mayotte,France,Area 8,site,-12.70017,45.12168,1,,
21475,86,Rattus rattus,2006-2007,Mayotte,France,Area 8,site,-12.70017,45.12168,1,,
21476,86,Rattus rattus,2006-2007,Mayotte,France,Area 8,site,-12.70017,45.12168,1,,
21477,86,Rattus rattus,2006-2007,Mayotte,France,Area 9,site,-12.76478,45.10652,1,,
21478,86,Rattus rattus,2006-2007,Mayotte,France,Area 9,site,-12.76478,45.10652,1,,
21479,86,Rattus rattus,2006-2007,Mayotte,France,Area 9,site,-12.76478,45.10652,1,,
21480,86,Rattus rattus,2006-2007,Mayotte,France,Area 9,site,-12.76478,45.10652,1,,
21481,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21482,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21483,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21484,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21485,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21486,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21487,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21488,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21489,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21490,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21491,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21492,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21493,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21494,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21495,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21496,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21497,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21498,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21499,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21500,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21501,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21502,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21503,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21504,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21505,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21506,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21507,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21508,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21509,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21510,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21511,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21512,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21513,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21514,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21515,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21516,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21517,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21518,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21519,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21520,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21521,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21522,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21523,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21524,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21525,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21526,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21527,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21528,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21529,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21530,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21531,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21532,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21533,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21534,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21535,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21536,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21537,87,Mastomys natalensis,05/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21538,87,Mastomys natalensis,06/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21539,87,Mastomys natalensis,06/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21540,87,Mastomys natalensis,06/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21541,87,Mastomys natalensis,06/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21542,87,Mastomys natalensis,06/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21543,87,Mastomys natalensis,06/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21544,87,Mastomys natalensis,06/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21545,87,Mastomys natalensis,06/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21546,87,Mastomys natalensis,06/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21547,87,Mastomys natalensis,06/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21548,87,Mastomys natalensis,06/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21549,87,Mastomys natalensis,06/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21550,87,Mastomys natalensis,06/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21551,87,Mastomys natalensis,06/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21552,87,Mastomys natalensis,06/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21553,87,Mastomys natalensis,06/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21554,87,Mastomys natalensis,06/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21555,87,Mastomys natalensis,06/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21556,87,Mastomys natalensis,06/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21557,87,Mastomys natalensis,06/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21558,87,Mastomys natalensis,06/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21559,87,Mastomys natalensis,06/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21560,87,Mastomys natalensis,06/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21561,87,Mastomys natalensis,06/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21562,87,Mastomys natalensis,06/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21563,87,Mastomys natalensis,06/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21564,87,Mastomys natalensis,06/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21565,87,Mastomys natalensis,06/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21566,87,Mastomys natalensis,06/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21567,87,Mastomys natalensis,06/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21568,87,Mastomys natalensis,06/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21569,87,Mastomys natalensis,06/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21570,87,Mastomys natalensis,07/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21571,87,Mastomys natalensis,07/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21572,87,Mastomys natalensis,07/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21573,87,Mastomys natalensis,07/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21574,87,Mastomys natalensis,07/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21575,87,Mastomys natalensis,07/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21576,87,Mastomys natalensis,07/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21577,87,Mastomys natalensis,07/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21578,87,Mastomys natalensis,07/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21579,87,Mastomys natalensis,07/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21580,87,Mastomys natalensis,07/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21581,87,Mastomys natalensis,07/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21582,87,Mastomys natalensis,07/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21583,87,Mastomys natalensis,07/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21584,87,Mastomys natalensis,07/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21585,87,Mastomys natalensis,07/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21586,87,Mastomys natalensis,07/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21587,87,Mastomys natalensis,07/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21588,87,Mastomys natalensis,07/06/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21589,87,Mastomys natalensis,03/07/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21590,87,Mastomys natalensis,03/07/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21591,87,Mastomys natalensis,03/07/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21592,87,Mastomys natalensis,03/07/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21593,87,Mastomys natalensis,03/07/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21594,87,Mastomys natalensis,03/07/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21595,87,Mastomys natalensis,03/07/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21596,87,Mastomys natalensis,03/07/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21597,87,Mastomys natalensis,03/07/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21598,87,Mastomys natalensis,03/07/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21599,87,Mastomys natalensis,03/07/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21600,87,Mastomys natalensis,03/07/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21601,87,Mastomys natalensis,03/07/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21602,87,Mastomys natalensis,03/07/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21603,87,Mastomys natalensis,03/07/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21604,87,Mastomys natalensis,03/07/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21605,87,Mastomys natalensis,03/07/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21606,87,Mastomys natalensis,03/07/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21607,87,Mastomys natalensis,03/07/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21608,87,Mastomys natalensis,03/07/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21609,87,Mastomys natalensis,03/07/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
21610,87,Mastomys natalensis,03/07/2007,Morogoro,Tanzania,Sokoine University of Agriculture,site,-6.84828,37.6588,1,99900,study
