pathogen_record_id,associated_rodent_record_id,study_id,associatedTaxa,family,scientificName,assay,tested,positive,negative,number_inconclusive,note,,,,
31013,22820,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31014,22821,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31015,22822,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31016,22823,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31017,22824,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31018,22825,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31019,22826,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31020,22827,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31021,22828,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31022,22829,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,0,0,0,,,,,,
31023,22830,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31024,22831,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31025,22832,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31026,22833,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,0,0,0,,,,,,
31027,22834,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31028,22835,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31029,22836,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31030,22837,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31031,22838,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31032,22839,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31033,22840,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,0,0,0,,,,,,
31034,22841,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31035,22842,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31036,22843,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31037,22844,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31038,22845,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31039,22846,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31040,22847,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31041,22848,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31042,22849,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31043,22850,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31044,22851,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31045,22852,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31046,22853,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31047,22854,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31048,22855,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31049,22856,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31050,22857,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31051,22858,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31052,22859,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31053,22860,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31054,22861,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31055,22862,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,0,0,0,,,,,,
31056,22863,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31057,22864,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31058,22865,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,1,0,,,,,,
31059,22866,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31060,22867,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,neg_uncertain,,,,
31061,22868,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31062,22869,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31063,22870,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31064,22871,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31065,22872,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31066,22873,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31067,22874,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,0,0,0,,,,,,
31068,22875,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31069,22876,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31070,22877,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31071,22878,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31072,22879,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31073,22880,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31074,22881,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31075,22882,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31076,22883,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,1,0,,,,,,
31077,22884,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31078,22885,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31079,22886,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31080,22887,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31081,22888,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31082,22889,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,1,0,,,,,,
31083,22890,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31084,22891,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31085,22892,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31086,22893,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,0,0,0,,,,,,
31087,22894,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31088,22895,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31089,22896,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,0,0,0,,,,,,
31090,22897,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31091,22898,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31092,22899,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31093,22900,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,0,0,0,,,,,,
31094,22901,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,0,0,0,,,,,,
31095,22902,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31096,22903,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,neg_uncertain,,,,
31097,22904,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31098,22905,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31099,22906,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31100,22907,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31101,22908,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31102,22909,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31103,22910,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31104,22911,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31105,22912,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31106,22913,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31107,22914,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31108,22915,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31109,22916,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31110,22917,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31111,22918,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31112,22919,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31113,22920,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31114,22921,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31115,22922,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31116,22923,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31117,22924,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31118,22925,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31119,22926,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31120,22927,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31121,22928,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,neg_uncertain,,,,
31122,22929,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31123,22930,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31124,22931,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31125,22932,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31126,22933,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31127,22934,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,1,0,,,,,,
31128,22935,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31129,22936,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,0,0,0,,,,,,
31130,22937,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31131,22938,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31132,22939,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31133,22940,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31134,22941,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31135,22942,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31136,22943,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31137,22944,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31138,22945,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31139,22946,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31140,22947,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31141,22948,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31142,22949,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31143,22950,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31144,22951,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31145,22952,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,1,0,,,,,,
31146,22953,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31147,22954,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31148,22955,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31149,22956,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31150,22957,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31151,22958,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31152,22959,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31153,22960,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31154,22961,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,pos_uncertain,,,,
31155,22962,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31156,22963,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31157,22964,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31158,22965,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31159,22966,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31160,22967,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31161,22968,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31162,22969,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31163,22970,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31164,22971,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,1,0,,,,,,
31165,22972,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31166,22973,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31167,22974,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,0,0,0,,,,,,
31168,22975,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31169,22976,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31170,22977,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31171,22978,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31172,22979,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31173,22980,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31174,22981,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31175,22982,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31176,22983,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31177,22984,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31178,22985,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,1,0,,,,,,
31179,22986,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31180,22987,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31181,22988,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31182,22989,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31183,22990,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31184,22991,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31185,22992,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31186,22993,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31187,22994,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31188,22995,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31189,22996,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31190,22997,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31191,22998,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31192,22999,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31193,23000,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31194,23001,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31195,23002,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31196,23003,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31197,23004,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31198,23005,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31199,23006,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31200,23007,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31201,23008,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31202,23009,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,1,0,,,,,,
31203,23010,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,0,0,0,,,,,,
31204,23011,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31205,23012,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31206,23013,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31207,23014,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31208,23015,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31209,23016,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31210,23017,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31211,23018,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31212,23019,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31213,23020,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,1,0,,,,,,
31214,23021,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31215,23022,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31216,23023,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31217,23024,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31218,23025,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31219,23026,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31220,23027,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,pos_uncertain,,,,
31221,23028,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31222,23029,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31223,23030,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31224,23031,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31225,23032,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31226,23033,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31227,23034,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,0,0,0,,,,,,
31228,23035,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31229,23036,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31230,23037,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31231,23038,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31232,23039,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,1,0,,,,,,
31233,23040,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31234,23041,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31235,23042,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31236,23043,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31237,23044,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31238,23045,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31239,23046,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31240,23047,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31241,23048,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31242,23049,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31243,23050,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31244,23051,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31245,23052,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31246,23053,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31247,23054,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31248,23055,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31249,23056,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31250,23057,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31251,23058,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31252,23059,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31253,23060,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31254,23061,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31255,23062,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31256,23063,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31257,23064,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31258,23065,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31259,23066,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31260,23067,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31261,23068,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31262,23069,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31263,23070,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,1,0,,,,,,
31264,23071,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31265,23072,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31266,23073,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31267,23074,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31268,23075,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31269,23076,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31270,23077,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31271,23078,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31272,23079,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31273,23080,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,,,,,
31274,23081,87,Mastomys natalensis,Arenaviridae,Morogoro arenavirus,IFA,1,0,1,,neg_uncertain,,,,
